14944207	2346649	0
19344016	18065572	0
16646632	3932179	0
16506848	9924414	0
7468828	590175	0
11075647	16460184	0
18675737	10169905	1
21907871	9760847	1
341358	9836308	0
15805163	21807527	1
17058342	10158742	1
4824415	8908943	1
18457132	775729	1
18121763	21161120	1
21119989	15503892	0
4628439	1468131	0
21704695	7631411	0
6992704	2336999	0
16902397	8117581	1
4960419	4889303	1
4988270	22728536	1
373792	3024981	1
2633237	12328424	0
8708601	18513921	1
20378673	21090886	1
5616545	1760353	0
10927077	23429413	1
9510815	861011	1
19382420	23069799	0
22625096	17253878	1
9096318	14093043	1
7682647	9983984	0
10846739	20789900	1
7118204	15405846	1
16625249	172460	0
17267601	916271	1
217484	7507773	0
2056082	4042184	1
23036596	9543284	1
16435641	9066291	0
2516458	22504904	0
15759378	6205829	0
8862015	15958994	1
3375716	2737487	0
2226036	16292791	1
1485385	12721184	0
9152056	8587541	0
1215899	7005223	1
5817511	19944445	0
20329236	2275418	0
21642217	17833153	0
1851606	330216	1
7797615	23088983	1
6357972	10596393	0
3223173	728949	0
22420606	6191498	0
9928335	19100902	0
4567361	21649269	1
9552054	6908554	1
20749219	17497944	1
21488869	12048548	1
12908231	10656323	0
2941028	10089329	1
22690093	10912333	1
17014842	20815136	1
11548510	20761702	1
18471152	2234704	0
4192187	10959933	1
14899566	19993993	1
19380360	19279820	1
20052285	12048549	1
19800554	8856524	1
12542686	18465677	1
7380001	18972686	1
21792245	3501612	0
19565153	10878119	1
8893824	7885446	0
6644756	11922877	0
9837783	9717674	1
13657107	3054600	1
12312914	21266147	1
12448713	11513369	0
6378837	8106130	0
15924093	5869954	1
18923902	11993046	1
19693671	1022820	1
1969721	3298293	0
19591847	11733067	0
421187	4240389	1
17114030	16765716	1
16663549	21925741	1
20566090	701471	1
21817380	12096098	0
8054454	21431680	0
129098	1874550	0
9354771	11843018	1
19608876	3078767	0
9980885	13026685	0
9727295	6176441	0
80378	20834960	0
20493867	5471671	1
1856551	19926790	0
1244216	649639	1
10089329	20164979	1
18395048	11394767	1
3282600	23494305	1
7905116	5553312	0
7791429	6814622	0
17423090	2827226	0
6190167	11562158	1
12261686	13237415	0
6439640	16129965	0
14479581	1111832	0
13536658	19809975	1
6644757	7823489	0
19392665	18840586	1
6171405	2716763	1
8018390	8562659	1
6291471	8250731	1
16921914	2310752	0
14581601	945981	1
20644476	14540145	1
10482004	19396006	1
15854368	120346	0
22810500	14254575	1
23677114	6190163	1
19063414	8423555	1
22098632	20110295	1
12907074	14115960	0
14702119	21234510	1
3594612	17329685	0
6548989	19145296	0
839266	7606030	1
2827226	4235407	0
21571495	12760982	0
2105651	5567860	1
7109222	23206	0
1458629	5433054	0
1831679	17116115	1
1197703	9860859	1
21565624	17190810	0
5875193	14423006	0
15919513	4758044	0
13862028	3375716	0
16891145	249176	1
18457132	17241450	1
23147989	840277	1
17788458	19446036	0
2240927	14548507	0
16142591	19814779	0
11843018	22442269	0
13028546	3167465	0
1485384	6146146	0
16519742	3024985	1
12499532	6416201	1
9016775	1142778	0
3608108	18317332	0
17467385	12222321	1
20037335	20681842	1
7169017	11339042	1
22564546	14876163	1
5200062	14624031	0
12816795	3197089	1
23022777	12739583	1
13435154	6288460	0
10178931	3109682	1
19691919	18809148	1
18431646	20514304	0
8446876	1889366	1
4068544	14847921	1
291167	20514960	1
14412812	17212962	1
303078	12923790	1
18845280	12528438	1
17576016	15700614	0
15659812	21561833	0
4641591	16721518	1
2373293	6751999	1
7545549	2632928	0
4894708	3239010	1
6158569	10337386	0
21817956	6573748	0
22554072	7020500	0
601526	21442625	1
14446404	8143770	0
13356869	20929227	0
10960896	1760351	1
12104132	17857284	1
23620425	15225386	0
17954700	21515430	1
4123407	4789548	0
18623183	6190167	1
10601019	23370628	1
8688357	10432260	1
2476569	873393	0
20517803	12312913	1
20789900	2176527	0
3788557	7133024	1
18583832	91017	1
8248731	22303956	0
18972686	21457925	1
5785861	21270256	1
10871260	1717055	1
210587	657801	1
10447015	15115748	0
13329811	20239270	0
987675	5537138	0
14959920	23107112	0
2014383	23337132	0
13713980	1293658	0
15767021	11673911	1
14699352	15372362	1
19544698	5257598	0
9245183	23022777	0
17830886	10085826	1
3316053	3608108	0
15431560	126187	0
14876163	12544564	1
11917163	13207439	0
9621442	16338011	0
7209802	14020143	0
1854053	11541529	1
324681	18559586	0
245162	12908232	0
945607	22900247	1
15262410	665978	0
20870396	11834952	1
7051649	2090332	1
14956753	923861	0
13121131	6310814	0
13521323	7577030	1
13028546	3634782	1
20953556	5705521	1
8285105	4617216	0
15311521	7434461	1
8620255	10140251	1
3672078	18548122	0
15940692	1102936	1
7034031	3672078	1
19752875	17671343	1
16458721	19746603	1
21224972	22290442	1
9141694	2732151	1
16199085	8759736	1
15007015	3473219	0
13863615	13812091	1
1543361	4603553	0
19117993	2086683	0
18899338	4557988	0
12716055	11980725	0
21064899	12523607	1
18845763	8637246	1
9136261	15734479	0
23191460	1197703	1
233637	17373549	1
709767	20761702	1
1969722	2193301	0
6861489	18314468	0
5636800	10959933	1
7805762	19416287	1
9240872	1023350	0
8117216	23383764	1
7911674	6061403	0
16227459	18880056	1
5883596	11090448	1
11939522	8764605	0
3319146	21438070	1
18115173	23294396	1
10135488	12561704	0
12393199	5813085	0
18773782	12539808	1
8859873	2532321	1
18293811	19029279	1
814473	20407275	1
10222828	817948	1
13760846	2012592	1
11940679	1197703	0
19478367	19926790	1
3175529	7214727	0
17965575	3791822	1
22249465	21322698	0
6310593	254039	1
359188	1907167	0
14688370	7468813	0
11090451	1142776	0
15854368	15127557	0
19868415	6096495	1
5199811	21674149	1
14132422	14414546	0
19178258	12428012	0
4877333	7542015	1
17553387	7540262	0
13816650	8043217	0
5471672	169201	0
16460184	6613739	1
10934628	3430781	1
20343439	5138456	0
23188198	9501298	0
12903179	17371628	1
13210305	4139266	0
19715255	21364786	0
17826787	417300	1
11452667	19565152	1
2226036	4518933	1
7263928	4441118	1
13292215	14138097	1
16519742	17477953	1
11288113	4824415	0
569812	20085210	0
9450275	14650355	0
21295022	7046481	0
543575	7976872	0
8938878	7051649	0
7614574	14847921	0
3287282	11821056	0
9430039	604392	1
1944560	9713536	1
10353862	14311145	1
4738536	833655	0
552319	12908232	0
7119938	970638	0
813588	7529744	1
3533700	13064742	1
4385640	22717359	0
23677112	21481555	1
4260650	18221863	1
7366687	10482004	1
22564546	23634465	1
615357	23595064	1
22321272	17241450	1
19295210	16061198	0
18570193	21028032	0
9792904	13046328	0
10934628	520600	1
16519742	4013485	1
8344457	14129929	1
14284540	21561833	1
132551	20638313	0
23290018	4431397	0
21090885	14668901	0
17597668	470160	1
10076077	1139230	1
15968019	4080688	0
1069285	6883227	0
8401358	19194277	1
21674149	15453832	1
18030152	653371	1
15599613	8709483	1
16713229	19752872	1
19471650	20183892	1
615358	10878062	1
20080077	4518933	1
2603514	2310752	0
20924120	14624031	1
16902397	22135200	1
6805931	20681845	1
22331867	7839811	0
2873514	5883596	1
21817955	17431783	0
8446877	19662493	1
22950121	21369761	1
20432606	3932179	0
18960732	2873508	1
9339937	18613811	1
16410666	15718136	0
7655679	33845	1
392357	12528438	1
22222259	14533184	0
16762677	15102902	1
21337941	12394789	1
13794582	12454179	0
11651293	16556715	0
15503077	23574720	0
23370708	2232617	1
23531658	7014900	1
1175822	23041164	0
303078	23465746	0
756962	14711051	1
9717674	14770723	1
16485992	4314597	0
10785896	4569312	1
13336051	8344458	1
4048013	1023562	0
14696592	132552	1
15743707	6096495	1
23147990	22207779	1
3577507	16466519	1
4642794	15607084	0
8506682	22328849	0
4557988	7283902	1
7044674	13748907	1
13955716	17239344	1
6830445	638175	0
44823	12445282	1
14288306	8403573	0
16721518	23496079	1
14244843	10443091	1
17116115	11337538	0
11710005	21970882	1
4894708	2145308	1
2362445	5705521	1
257201	1969722	0
19235346	21092152	0
615358	17435276	1
11219274	9371509	1
357303	16511009	0
6853664	11358169	0
16069456	1760353	1
12879117	817948	1
7885446	21125948	1
3229363	23069799	1
8351048	10816494	0
10140299	5674869	1
3569939	18724574	0
20681844	12524256	1
2310752	8625347	1
18731109	116038	1
15708288	17984760	0
23188868	4477205	1
20885480	20051892	1
80378	17454682	0
20180801	7109222	1
922376	5832949	0
17136338	6310593	1
137780	18967837	0
21808206	6881934	1
12955229	343230	0
5565615	7614574	0
7377245	9209383	1
3239919	4347908	0
9403118	7237429	0
20596006	9905081	0
8250358	12345227	0
7726949	5644911	0
23498321	6641463	0
7672521	23188868	1
21212076	12985466	0
91017	19452177	1
11940679	8894166	0
13120648	9350616	0
19883483	3675186	0
23525479	7158123	1
3214783	3904948	0
12082137	20089258	0
20059162	11339042	1
2396189	10566073	1
5609837	19142737	0
9872510	14661394	1
8400507	3059648	0
1884023	18207261	1
2105651	736738	1
4518933	4889271	1
11090449	9240872	1
2890392	3400236	1
3345991	5017378	1
3365624	19467546	1
2829981	8990222	1
2716763	20200144	1
8515614	21925739	0
13255487	12768281	0
16499419	12887881	0
8769373	9024096	1
11078985	23677113	0
11101256	20343439	0
21996772	21889400	1
3533515	7271200	1
6957384	13433127	0
1684606	16499420	1
19394412	7507773	1
662799	854262	1
11875445	14667831	1
13020691	19660598	0
18269745	854262	1
17116110	11656406	0
223631	1180865	1
10178931	14667831	0
7119938	14865742	0
11645345	22637563	0
7466372	16199085	1
6908540	10005624	0
9840907	3024977	1
1158842	3551701	1
1477578	1730524	0
11701818	11277510	1
615358	7760990	0
9516458	4056440	1
12739584	9398847	0
414463	12544564	1
9806128	21616119	0
20169232	21870537	0
808361	17447923	1
20789642	2232619	0
3126645	343779	0
8403573	5297820	1
23390255	4267635	1
15178715	11872567	1
3167055	4753713	0
19322944	17347450	0
23032732	19565153	0
3667136	7034031	1
14770729	10348730	1
647710	775729	1
16646632	8883154	0
16704464	3584277	1
17190810	19886621	0
6109982	4928350	1
2012592	98309	1
10062077	21649269	1
12330089	699718	0
14624541	15402323	1
3634782	19875962	0
9835797	14618136	0
13815966	9304937	0
210006	16583451	1
679959	11121668	0
14440431	5977094	0
23079352	16899717	0
7901588	20178135	0
481939	7847812	0
9909126	1663419	1
17921696	20651942	1
5815213	20717530	1
5680000	3488916	0
8204995	17329685	1
17119759	11018792	0
912635	11353263	0
9296325	16850376	1
15712380	7726775	1
2495361	16875869	0
10193598	20189149	0
18253220	14423006	0
1577151	8980221	1
22712288	7901579	1
8106130	14050307	0
4753713	2633238	0
6751999	10432997	1
12721184	9621596	1
922376	4162692	0
10106969	22580642	1
786782	3945057	0
19653581	17615292	1
47337	233637	1
21405565	10453631	1
4068544	19731419	1
5498222	10785896	0
9493649	20175752	0
5337582	23400216	0
15047558	7259526	0
19205402	13247325	1
17826787	19193061	0
17907353	10126016	0
18115173	18027718	1
7227024	20637944	0
7839811	12728214	0
19746603	18034376	1
18708933	691247	0
15588201	233637	1
19141603	19392404	0
20462345	16167361	1
253661	15612870	1
22919268	3160590	0
20407275	10053153	1
833655	6436400	0
18752957	1914865	1
18241505	17984312	0
18661682	14847921	1
23370620	7490069	0
46158	10271560	1
11918313	15017482	0
2285646	4761833	1
23596949	23294396	1
23531658	14190765	0
4822222	19752872	1
2769195	12909291	1
3054600	14058408	1
5339736	23595064	0
418257	435331	0
13716732	5021577	0
13028547	13365065	1
17673488	22841782	0
8265645	665978	0
12238227	597134	0
7655679	18935086	1
492307	941896	0
14956125	47756	1
19366418	8988204	0
6983973	4140310	1
3946138	16005062	1
23677114	6013590	1
9935769	18371114	0
19292394	17472701	0
1429497	14708603	0
20900753	12499284	0
13124924	9564133	0
18731109	7039646	1
9692652	413562	0
10387508	1961734	0
8272803	6424937	0
7177879	10828162	0
9901451	16385631	0
9891128	15461830	1
21125856	19471651	0
10178498	22300980	0
23030047	18504995	0
17551920	5200062	0
460972	5946267	0
316364	13104737	0
23267978	21496578	1
23124633	10313906	1
20544327	17275141	1
13292215	19483244	1
18942517	21322698	0
19565153	17671343	1
1421558	1607810	0
6856298	14138097	1
7366687	17402775	1
4349491	6190167	1
80378	21125856	0
860578	4889303	1
22358005	12977779	1
19670855	3788863	0
3342342	16951198	0
19344618	14263421	1
13227684	13365065	1
18634052	13646834	0
16767036	15507613	0
7174662	19950034	1
2731569	21566853	0
3724533	9186576	0
2664954	8677886	0
12202844	8735988	0
9152056	778875	1
10846739	5487781	0
4301353	3054600	0
888827	16704464	1
3761653	21462936	0
2807114	1008329	1
14481931	2275418	0
3533514	9540291	1
5634854	159804	0
4776985	8344458	1
8809710	23130941	1
23465746	8827646	0
10249398	6996260	0
21519782	831649	1
19943668	437883	0
19136768	15536899	0
14651235	3298290	0
23032732	10104168	1
14504556	636711	0
3542937	5597187	1
15292162	17638222	0
4854974	991473	0
18565406	10174077	0
16022035	6243267	0
9597889	20508694	1
1829463	16958918	0
373792	20822727	1
11834952	12593872	0
15333826	16087900	1
23206	23563688	0
9327524	11026476	0
5236700	14746783	0
17258629	10893111	1
12678589	10251387	1
18779982	647710	1
11910132	16238515	0
18269393	16210657	0
15609120	6740358	0
20517803	10878119	1
16885395	6729311	1
13760846	17871427	1
20286589	17454682	1
12879117	658771	0
41672	1811746	0
413237	4471000	1
820872	10443091	1
4798331	20267318	1
204078	17891162	1
23585932	850680	1
1508164	13335071	0
13202429	14832930	0
555513	21246898	1
17999564	17871427	1
17787591	1629598	0
20955455	8117216	0
8121415	11050195	1
23677125	13719500	0
17079357	9265781	1
13792092	1784150	0
22358005	7398604	1
1953925	21959565	0
87685	11090449	0
17226920	18420618	0
19536053	18850012	0
22072293	9481276	0
22807014	1685861	0
569033	17224030	0
2559993	15536899	1
3024986	18515326	1
437883	14341826	0
14699352	11277510	0
4404642	8250730	0
15236847	6751999	1
23609709	2467280	1
16579663	10151252	0
14911883	21496577	0
6740469	23241192	1
651715	8389315	1
253661	4209926	1
1685861	16830682	0
13783899	17337015	0
1944560	441377	1
15999201	8990219	1
12985466	16385631	0
19922657	21161481	1
10174628	4245652	0
16673099	22567370	0
2324866	20596006	0
7842021	2199598	1
14832930	16105484	0
10161744	21262909	0
20200144	13569337	0
16223920	4235407	0
16518661	13221212	0
22762280	481939	0
17486397	3931480	1
22281203	7421563	1
23119494	23094550	1
23482023	11834952	0
21092152	9558449	0
11980724	3370624	0
18645749	19240485	0
10298327	8558207	1
8249985	18365562	0
15537156	8664461	0
20059162	20954717	1
8612323	9552428	0
18384625	6544431	0
9141694	9040848	1
1699618	13111022	1
23125251	1884327	0
23291292	1677874	0
12883277	20987164	1
23247146	785713	0
20691789	14395189	1
2198030	16987999	1
21369319	1543362	0
30237	9746855	1
14157859	21781575	1
3673887	20306674	0
743717	9693857	0
615358	6959224	1
10880872	20306674	1
5017412	23041164	0
159804	5428177	0
10436333	10785895	0
4764618	16005062	0
3762872	14157964	0
17231006	22619332	1
10903521	21266147	0
20832619	16851954	0
16700020	132551	1
18372548	4575554	0
5472575	6930079	0
9054825	21055910	0
5856886	7386971	0
22985809	4636728	0
20696808	19602723	0
13026685	16351775	1
18395048	6480424	0
6310593	19446033	0
12214439	7225732	0
18708933	22693191	0
14803892	17292849	0
14556892	20051892	0
21489106	658771	0
15512556	20192098	0
2801437	20815980	1
8546232	9878215	0
9233950	13719500	0
15535344	16556715	0
22165218	3945916	0
19288024	778641	1
16975479	21750583	0
21369319	12763612	0
9383862	7794666	1
14333733	8416636	1
343779	297790	1
13422842	14928023	0
19779101	11519124	1
8523656	11658686	0
13994043	2126181	1
23403205	20514481	1
12879117	5623479	1
14617443	5017376	0
1208401	7235121	1
17456737	19722336	1
18377055	14047630	1
16201403	16706336	0
15527254	14231450	0
3525047	10005623	0
3134513	21250114	1
10303667	14869434	1
21064899	12247514	1
17374904	5636800	1
14867997	5318443	0
5195056	6693221	1
17615292	4042184	1
5540239	4932274	0
12694085	3430781	0
11560551	12883277	1
2964000	7306114	0
3059648	7015918	1
16445079	1111832	0
15228322	5404509	0
9713536	13433127	1
2860973	14271724	1
18733556	228925	1
13233448	5174084	1
13044936	7655020	1
18578541	16338011	0
17787591	22307321	1
2775424	17217414	1
22991275	4784786	0
332635	12542684	1
19191608	7409728	1
921317	11353263	1
3850809	7901588	1
9526428	5373841	1
946865	18099086	1
682785	7872661	1
7938416	13067555	0
12626919	14864066	1
4404036	18761618	0
923861	16954340	1
5257598	21881704	0
20870396	21182830	0
13234957	1692778	0
10689659	6128265	1
10205542	16099225	1
2668863	15102902	1
18492103	17231006	1
17965562	9324781	1
6190161	7103225	0
16797428	15854397	1
11798810	21320070	0
22487030	1971286	0
21733505	20383360	1
16604588	15153344	0
461629	17014842	1
19584878	13131643	1
5450104	10140251	1
9686721	12499532	0
19416287	14196272	1
727437	9168699	1
18579261	3569939	0
18161428	20880642	1
19576367	5048822	0
12967783	2099971	0
17404914	10531054	0
14050307	19900641	0
18960732	20273405	1
347631	1959933	0
3667135	8250359	0
20002564	16966539	1
1854053	12461924	1
7839811	10005623	1
18600188	19900641	1
536114	21125948	1
55568	21224680	0
9880330	19262311	0
4961130	16002347	0
5656506	8625347	1
12335897	22998999	1
2721038	22054404	1
8070379	14667831	1
13039812	5246170	0
4791144	17402775	1
5706224	12544564	1
17831556	16915670	0
22262998	7044674	1
19144041	7110627	0
1977263	2232619	1
3691037	2069219	0
380318	10682592	1
17347452	10977091	1
9687064	18613811	0
12104132	9552054	1
10480049	16752473	0
1258712	20423573	0
13901037	7384218	1
5468514	13028547	0
14263421	19886621	1
19488257	529639	1
8249982	3459107	0
5724216	4303376	1
12469140	834053	0
9355156	23354285	0
5518199	4114808	0
14864066	2325202	1
14778878	106595	1
13292288	20094305	0
9398635	10676051	0
6322440	11919249	1
17217414	4762101	0
17292849	13616724	0
1113240	15102903	1
7730595	13207434	1
23205	15709411	0
4629672	11779246	0
8908943	11088622	0
16579663	17398520	0
12384825	2737487	1
3338750	13266451	0
189986	21224972	1
1126225	21322698	1
12973065	4636728	0
22051326	5084177	1
8805648	3050742	0
20926888	19322906	0
12390626	14227490	0
7586467	8696200	0
19759580	13420786	1
22670948	18489831	1
4776598	4646950	0
17229913	665978	0
3024986	813588	0
14956753	19319640	0
15571541	19538929	1
18708933	668660	0
8805648	11519124	1
1699618	38361	1
20884203	3691037	0
19947818	6780166	0
21302551	3861343	1
19169483	4854975	0
22306604	21511914	0
8831187	3277049	0
22323688	483411	1
18991846	13521323	1
11088628	16210657	0
2633237	4489007	0
18372548	8766831	0
23543839	19042037	0
22975594	12345227	0
5956360	169201	0
22423727	18030859	0
14370985	20816895	0
20453777	2157431	0
8898759	15639580	1
21266147	21181029	0
1604134	8297826	0
13067555	4364579	1
3291802	11521416	0
18070589	23630686	1
18229421	19076701	1
8639730	5467376	1
15826295	196392	0
18030152	5198622	1
2252378	4076629	1
12942575	14050307	1
896701	5378327	0
6191498	5258165	1
10095870	12257332	0
340064	13744886	1
15743707	15814599	1
9324781	14410764	1
21374275	14652853	1
17079357	2481505	1
16023045	16341721	1
12283132	5685389	0
16755434	9265781	0
7895612	529639	0
18579261	15133710	0
4147990	21907869	1
23241194	19002330	1
16663549	13825969	1
23400223	7606314	1
9104988	1327097	1
11397480	18942517	0
16568044	811157	1
14832930	16375448	0
20378673	636262	0
15588201	5414796	0
20412493	4794470	0
23498321	908793	0
2279291	21407347	0
3325456	6914912	1
8559629	12979701	0
14686855	22122895	0
19310447	9837647	1
10368839	22628847	1
12115248	18349315	1
22287078	12994590	0
8209783	17662458	1
19251429	16000121	1
17201462	2827291	1
20189149	10379908	0
427727	15127557	0
22307323	20028789	0
6242999	9096320	0
7999926	46158	1
22207420	16166059	0
12267657	8523633	0
12760982	21204167	1
11163692	15088608	0
10793825	22066329	0
20539816	5588516	0
9869150	9782242	0
15919513	3859222	1
10193598	11504871	1
10178931	13627621	1
2326683	16116703	1
4648562	8539546	0
2066343	22739188	0
20596004	14267319	0
15599611	17635420	0
18634052	708047	0
19812870	5269348	0
15660054	14651235	0
11993046	2126181	0
21119989	9895196	0
10228411	1180865	1
22363264	22133607	1
11334912	3978284	0
18293811	2461168	1
20987164	20071852	1
18598975	12739584	0
2994948	19033605	1
22137915	21680551	1
6920765	19532000	0
9766481	13216961	1
9979752	4937926	0
12678588	20023016	1
8809710	2060356	0
8966080	3447266	1
4866624	2691855	0
12477499	17887703	0
22923598	18465677	0
3265819	908793	1
13845913	3861343	1
10076077	12222321	1
18241505	18354652	0
4020497	14310068	0
13651921	9168699	0
743715	11339042	0
13683865	47756	0
23294396	4471154	1
14956125	5271797	1
6908540	23658098	0
22135201	8809710	1
17408417	4240389	0
21016411	9070085	0
23147989	20953665	1
19906962	19436818	0
9856200	13783899	1
13691658	11568400	0
10140251	46158	0
9857940	8181035	0
2867246	38361	1
11566433	14196272	1
4579205	20071852	1
12490148	569812	0
4897872	7052397	0
6489747	19147297	1
5807569	17228897	0
1502583	12394789	0
1102939	1139230	1
4087402	1113240	0
22131351	22426232	0
14776145	12101435	1
8162671	18898824	0
15153344	22998999	1
5677926	7872660	1
2860973	3026764	1
13106834	49209	0
7793684	17439818	1
137780	14414546	1
15972030	7531800	0
22082121	19809975	1
946865	7129106	0
3859222	11156659	1
8370046	13421720	0
21399450	20122631	1
7187035	18803363	1
10178421	11617413	0
20926888	6975979	1
6634379	21426410	1
1899629	11358169	0
19290859	1235581	1
9218164	23390255	0
17377418	17662458	1
18539085	8085496	1
10445018	23041340	0
22484885	18956017	0
4961125	775447	0
21519782	20856391	1
6644756	5471672	1
8988204	19823992	0
4032668	15571541	0
22677813	18880071	1
20081740	18880061	1
23515953	19014667	0
3375720	9730236	0
555513	345995	0
18536907	19279820	1
23087434	22919892	0
22306604	18515326	1
16545678	21326425	0
131811	17239344	1
7380001	746929	1
12544033	9543284	1
17907353	10816494	1
1508163	19741469	0
15999201	21715891	1
13041693	1293658	0
1126225	8843442	1
6037295	20601754	1
14770729	18161428	0
6954984	637320	0
3667136	11322572	1
21321506	22728536	1
22221713	21925739	1
23069799	18661682	1
6147227	6595224	0
3126645	18310878	0
4530695	19029279	0
13669410	2883828	0
16586894	15102903	1
19361396	13952259	0
17557352	16506848	1
17116113	19127300	1
19445719	6853664	0
22271847	17477953	0
17670291	7713594	1
13988825	13902981	1
21361961	14624031	1
20826357	11018792	1
23658098	340064	1
16984004	5870262	0
16568044	7320804	0
3946138	21925739	1
11522419	21609544	0
3975166	17573144	1
19687458	17253878	1
7005222	17074899	0
20888980	18005008	1
19947818	23548072	1
19289085	5021577	0
8769373	7020500	0
21764292	10005623	1
12384825	2737487	1
11188585	14132965	0
19145296	72041	1
2481505	13783899	1
680174	4318399	1
10171842	13616724	1
18778697	6270868	0
17050025	597799	1
18489831	5444166	0
5634854	21485699	0
44823	14047630	1
5691586	8258909	1
601526	21442625	1
3265819	21877683	1
21492244	7194282	0
20826307	20953665	1
3253027	12448713	1
10447015	22307321	0
5498222	17267601	1
20037616	22207815	1
12214889	3024978	1
23241520	20508694	0
8702780	23191460	0
2252378	7872661	1
3493991	8330065	1
11032544	16038356	0
10934628	21266147	1
4594844	16214714	0
8384813	20303339	0
19409751	17444336	0
17965562	7655679	1
14713986	19826765	1
14570459	22287078	0
9756057	11277690	1
1642489	793635	1
18488106	3691985	1
1962490	20691303	0
11265073	14808281	1
6399107	5933082	0
233637	5318443	0
